documento,topico,modelo,prompt,dataset_legivel,dataset_raw,resposta,silver_label,silver_is_not_found,resposta_is_not_found,detection_true,detection_pred,quality_applicable,quality_true,quality_pred,similarity,y_pred
AEGP_18_Escritura-Escritura_20231002_000.pdf,AMORTIZACAO,Grok 4.1 Com raciocínio,pro_amortizacao,topics,prompt_geral_conhecimento_por_topic,"uma única parcela, devida na Data de Vencimento","Em uma única parcela, devido na Data de Vencimento",False,False,1,1,True,1,1,0.960856556892395,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,Sonar,basic,zeroshoot,prompt_geral_0_shoot,Não encontrado,08.827.501/0001-58,False,True,1,0,False,-1,0,0.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,08.827.501/0001-58,08.827.501/0001-58,False,False,1,1,True,1,1,1.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,08.827.501/0001-58,08.827.501/0001-58,False,False,1,1,True,1,1,1.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,Grok 4.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,08.827.5010001-58,08.827.501/0001-58,False,False,1,1,True,1,1,0.9835633635520936,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,Sonar,pro_geral,conhecimento_12,prompt_geral_conhecimento,Não encontrado,08.827.501/0001-58,False,True,1,0,False,-1,0,0.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,GPT-5.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,08.827.5010001-58,08.827.501/0001-58,False,False,1,1,True,1,1,0.9835634231567384,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,Claude Sonnet 4.5 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,08.827.501/0001-58,08.827.501/0001-58,False,False,1,1,True,1,1,1.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,Grok 4.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,08.827.501/0001-58,08.827.501/0001-58,False,False,1,1,True,1,1,1.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,Grok 4.1 Com raciocínio,pro_cnpj_emissor,topics,prompt_geral_conhecimento_por_topic,08.827.501/0001-58,08.827.501/0001-58,False,False,1,1,True,1,1,1.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,Sonar,pro_cnpj_emissor,topics,prompt_geral_conhecimento_por_topic,08.827.501/0001-58,08.827.501/0001-58,False,False,1,1,True,1,1,1.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,GPT-5.1 Com raciocínio,pro_cnpj_emissor,topics,prompt_geral_conhecimento_por_topic,08.827.501/0001-58,08.827.501/0001-58,False,False,1,1,True,1,1,1.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,CNPJ_DO_EMISSOR,Claude Sonnet 4.5 Com raciocínio,pro_cnpj_emissor,topics,prompt_geral_conhecimento_por_topic,08.827.501/0001-58,08.827.501/0001-58,False,False,1,1,True,1,1,1.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,Sonar,basic,zeroshoot,prompt_geral_0_shoot,"Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,1,0.8502312898635864,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"Descumprimento, pela Emissora, do índice financeiro indicado abaixo, aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023 (“Índice Financeiro”): Dívida Financeira Líquida/EBITDA: menor ou igual a 4,0x (quatro inteiros vezes), observado que os cálculos do Índice Financeiro serão realizados pela Emissora e serão devidamente acompanhados pelo Agente Fiduciário, anualmente, com base nas demonstrações financeiras da Emissora.","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,1,0.9177735447883606,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,1,0.9999998807907104,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,Grok 4.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"Dívida Financeira Líquida / EBITDA menor ou igual a 4,0x","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,0,0.8070456981658936,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,Sonar,pro_geral,conhecimento_12,prompt_geral_conhecimento,"Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,0,0.8038547039031982,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,GPT-5.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,"Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,0,0.8038547039031982,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,Claude Sonnet 4.5 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,Não encontrado,"Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,True,1,0,False,-1,0,0.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,Grok 4.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,"Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x, aferido anualmente com base nas últimas 12 meses de demonstrações financeiras consolidadas auditadas","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,1,0.9270972609519958,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,Claude Sonnet 4.5 Com raciocínio,pro_covenants_financeiros,topics,prompt_geral_conhecimento_por_topic,"Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023.

Onde:
- Dívida Financeira Líquida significa a somatória de (a) todos os endividamentos consolidados no que diz respeito a empréstimos de qualquer instituição financeira (b) todas as obrigações consolidadas representadas por debêntures, notas promissórias ou outros títulos e/ou valores mobiliários similares e (c) dívidas líquidas do saldo a receber e do saldo a pagar decorrentes de derivativos, incluindo contratos de hedge e/ou quaisquer outros contratos de derivativos, excluindo efeitos temporais de marcação a mercado menos o saldo em caixa e o saldo de aplicações financeiras.

- EBITDA significa, para qualquer período, o somatório do resultado antes do resultado financeiro e dos tributos, acrescido de todos os valores atribuíveis (sem duplicidade) à depreciação e amortização, incluindo a amortização do direito de concessão, sendo certo que o EBITDA deverá ser calculado com base nos últimos 12 (doze) meses baseado nas demonstrações financeiras consolidadas auditadas da Emissora.

Em caso de aquisição de novos ativos que incorporarão o portfólio de negócios da Emissora, será considerado o EBITDA pro forma 12 (doze) meses de tal ativo para apuração do índice consolidado da Emissora.","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,1,0.9195725917816162,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,Grok 4.1 Com raciocínio,pro_covenants_financeiros,topics,prompt_geral_conhecimento_por_topic,"Dívida Financeira Líquida/EBITDA ≤ 4,0x (aferido anualmente)","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,0,0.8028762340545654,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,Sonar,pro_covenants_financeiros,topics,prompt_geral_conhecimento_por_topic,"Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,0,0.8038547039031982,
AEGP_18_Escritura-Escritura_20231002_000.pdf,COVENANTS_FINANCEIROS,GPT-5.1 Com raciocínio,pro_covenants_financeiros,topics,prompt_geral_conhecimento_por_topic,"Índice financeiro que exige Dívida Financeira Líquida dividida pelo EBITDA menor ou igual a 4,0x, calculado anualmente a partir das demonstrações financeiras consolidadas auditadas.","Índice Financeiro: Dívida Financeira Líquida/EBITDA menor ou igual a 4,0x (quatro inteiros vezes), aferido anualmente, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras auditadas consolidadas da Emissora, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2023",False,False,1,1,True,1,1,0.8983650803565979,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,Sonar,basic,zeroshoot,prompt_geral_0_shoot,02 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9999999403953552,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,09 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9765953421592712,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,09 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9765953421592712,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,Grok 4.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,09 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9765953421592712,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,Sonar,pro_geral,conhecimento_12,prompt_geral_conhecimento,02 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9999999403953552,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,GPT-5.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,09 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9765953421592712,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,Claude Sonnet 4.5 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,09 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9765953421592712,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,Grok 4.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,09 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9765953421592712,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,GPT-5.1 Com raciocínio,pro_data_emissao,topics,prompt_geral_conhecimento_por_topic,09 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9765953421592712,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,Claude Sonnet 4.5 Com raciocínio,pro_data_emissao,topics,prompt_geral_conhecimento_por_topic,09 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9765953421592712,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,Grok 4.1 Com raciocínio,pro_data_emissao,topics,prompt_geral_conhecimento_por_topic,09 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9765953421592712,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DATA_DE_EMISSAO,Sonar,pro_data_emissao,topics,prompt_geral_conhecimento_por_topic,09 de outubro de 2023,02 de outubro de 2023,False,False,1,1,True,1,1,0.9765953421592712,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,Sonar,basic,zeroshoot,prompt_geral_0_shoot,Não encontrado,"De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,True,1,0,False,-1,0,0.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.","De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,False,1,1,True,1,1,1.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I (Projetos de Investimento em saneamento básico e ambiental)","De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,False,1,1,True,1,1,0.9626963138580322,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,Grok 4.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,"recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I","De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,False,1,1,True,1,1,0.9196701049804688,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,Sonar,pro_geral,conhecimento_12,prompt_geral_conhecimento,Não encontrado,"De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,True,1,0,False,-1,0,0.0,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,GPT-5.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,"Utilização exclusiva para pagamento futuro ou reembolso de gastos, despesas ou dívidas, ocorridos até 24 meses da divulgação do Anúncio de Encerramento, relacionados aos Projetos de Investimento descritos no Anexo I","De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,False,1,1,True,1,1,0.8604780435562134,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,Claude Sonnet 4.5 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,"Pagamento futuro ou reembolso de gastos, despesas ou dívidas relacionados aos projetos de investimento em infraestrutura de saneamento básico descritos no Anexo I da Escritura (Lei 12.431)","De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,False,1,1,True,1,0,0.6984692811965942,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,Grok 4.1 Com raciocínio,pro_geral,conhecimento_12,prompt_geral_conhecimento,"pagamento futuro ou reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 meses, relacionados aos Projetos de Investimento descritos no Anexo I","De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,False,1,1,True,1,0,0.8400490283966064,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,Sonar,pro_destinacao_recursos,topics,prompt_geral_conhecimento_por_topic,"pagamento futuro ou reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 vinte e quatro meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emisso","De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,False,1,1,True,1,1,0.8845034837722778,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,GPT-5.1 Com raciocínio,pro_destinacao_recursos,topics,prompt_geral_conhecimento_por_topic,"pagamento futuro ou o reembolso de gastos, despesas ou dividas que ocorreram em prazo igual ou inferior a 24 vinte e quatro meses contados da data de divulgacao do Anuncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissao","De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,False,1,1,True,1,1,0.8802496194839478,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,Claude Sonnet 4.5 Com raciocínio,pro_destinacao_recursos,topics,prompt_geral_conhecimento_por_topic,"De acordo com o artigo 1º, § 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emisão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emisão.","De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,False,1,1,True,1,1,0.952972650527954,
AEGP_18_Escritura-Escritura_20231002_000.pdf,DESTINACAO_DOS_RECURSOS,Grok 4.1 Com raciocínio,pro_destinacao_recursos,topics,prompt_geral_conhecimento_por_topic,"pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão","De acordo com o artigo 1º, parágrafo 1º da Lei 12.431, os recursos líquidos obtidos pela Emissora por meio da Emissão serão utilizados exclusivamente para o pagamento futuro ou o reembolso de gastos, despesas ou dívidas que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento e sejam relacionados aos projetos de investimento descritos no Anexo I desta Escritura de Emissão (“Projetos de Investimento”), o qual a Emissora declara enquadrar-se como projetos de investimento para fins do artigo 1º da Lei 12.431.",False,False,1,1,True,1,1,0.8974688649177551,
AEGP_18_Escritura-Escritura_20231002_000.pdf,EMISSOR,Sonar,basic,zeroshoot,prompt_geral_0_shoot,Aegea Saneamento e Participações S.A.,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,False,False,1,1,True,1,0,0.7859383225440979,
AEGP_18_Escritura-Escritura_20231002_000.pdf,EMISSOR,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,False,False,1,1,True,1,1,0.9999998807907104,
AEGP_18_Escritura-Escritura_20231002_000.pdf,EMISSOR,Claude Sonnet 4.5 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,False,False,1,1,True,1,1,0.9999998807907104,
