dataset_legivel,documento,topico,silver_label,resp_Claude_Sonnet_4.5_Com_,resp_GPT-5.1_Com_raciocínio,resp_Grok_4.1_Com_raciocíni,resp_Sonar,revisao_humana,gabarito
topics,VVEO_6_Escritura-Escritura_20221019_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"A Emissora deverá observar, até o vencimento das Debêntures, o índice obtido pela divisão da Dívida Líquida Financeira pelo EBITDA menor ou igual a 3,5 vezes (Índice Financeiro), o qual será apurado semestralmente pela Emissora com base nas informações trimestrais mais recentes da Emissora, revisadas pelos auditores e consolidadas da Emissora e nas demonstrações financeiras anuais auditadas e consolidadas da Emissora. A primeira apuração do Índice Financeiro será realizada com base nas informações financeiras de 31 de dezembro de 2022. Definições: Dívida Financeira Líquida: resultado de (dívidas com instituições financeiras + títulos e valores mobiliários representativos de dívida + tributos parcelados + mútuos a pagar, exceto para Sociedades do Grupo Econômico + leasings - saldo líquido de operações de derivativos - disponibilidades de caixa, títulos públicos, aplicações financeiras e equivalentes). EBITDA: com relação a determinado período, o resultado da seguinte fórmula: Lucro/Prejuízo Líquido - Despesa/Receita Financeira Líquida (exceto as contas de juros em operações ativas com clientes, descontos concedidos a clientes e descontos recebidos de fornecedores) + Provisão para IRPJ e CSLL + Depreciações, Amortizações e Exaustões + custos e despesas decorrentes da Aquisição ou da Oferta + despesas com indenizações de qualquer natureza que estejam cobertas por direito contratual de indenização + despesas com planos de remuneração baseada em ação sem efeito caixa + despesas em operações de aquisição (incluindo mediante operações societárias, incorridas com assessores legais e financeiras, auditores, empresas de consultoria inclusive para identificação e implementação de sinergias e comissões) - Perdas/Lucros resultantes de Equivalência Patrimonial ou Dividendos e Outros Proventos Recebidos - Perdas/Ganhos contábeis na avaliação de ativos, desde que sem efeito caixa.","Dívida Líquida Financeira / EBITDA menor ou igual a 3,5 (três inteiros e cinco décimos) vezes, com apuração semestral (primeira apuração com base nas informações financeiras de 31 de dezembro de 2022).",Não encontrado,Não encontrado,FALSE,"Dívida Líquida Financeira / EBITDA menor ou igual a 3,5 (três inteiros e cinco décimos) vezes, com apuração semestral (primeira apuração com base nas informações financeiras de 31 de dezembro de 2022)."
topics,VVEO_7_Escritura-Escritura_20250430_000.pdf,DATA_DE_EMISSAO,Não encontrado,30 de abril de 2024,Não encontrado,Não encontrado,30 de abril de 2024,FALSE,30 de abril de 2024
topics,VVEO_7_Escritura-Escritura_20250430_000.pdf,PRAZO_DE_VENCIMENTO,Não encontrado,"48 (quarenta e oito) meses contados da Data de Emissão, vencendo em 08.05.2028",Não encontrado,Não encontrado,28022029,TRUE,5 ANOS
topics,XXIX21_Escritura-Escritura_20230112_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,Não encontrado,"10.2. Fundo de Reservas. A Emissão contará com um Fundo de Reservas, no  montante mínimo de R$ 500.000,00 (quinhentos mil reais) que será constituído no momento  da primeira integralização das Debêntures, sendo recomposto, conforme aplicável, por  meio dos recursos advindos dos Créditos e/ou por meio de aporte dos Debenturistas via  Chamada de Capital, conforme abaixo definido, e que fará frente às Despesas da  Operação. 10.2.1. Na hipótese do Fundo de Reservas estar abaixo do seu montante mínimo,  qual seja, R$ 500.000,00 (quinhentos mil reais) e os recursos advindos dos  Créditos forem insuficientes para sua recomposição, a Emissora realizará uma  chamada de capital, simples e por escrito, aos Debenturistas, para que estes  enviem os recursos elencados pela Companhia, a fim de fazer frente às referidas  despesas (“Chamada de Capital”), em até 5 (cinco) Dias Úteis contados do envio  De referida Chamada de Capital.10.2.2. Havendo sobra e/ou resíduo do Fundo de Reserva após o encerramento das  operações da Emissão, e após o efetivo pagamento de todas as obrigações  pecuniárias assumidas pela Emissora, serão devolvidos os recursos eventualmente  existentes do Fundo de Reserva, de forma proporcional às respectivas  participações, aos Debenturistas na Emissão.",Não encontrado,Não encontrado,TRUE,
topics,ZMPT_1_Escritura_20180611_000.pdf,AMORTIZACAO,Não encontrado,"As Debêntures não serão objeto de amortização, sendo integralmente resgatadas na Data de Vencimento.",Não encontrado,Não encontrado,Não encontrado,TRUE,
topics,ZMPT_1_Escritura_20180611_000.pdf,CNPJ_DO_EMISSOR,Não encontrado,47.239.287/0001-70,Não encontrado,Não encontrado,39.435.090/0001-89,TRUE,
topics,ZMPT_1_Escritura_20180611_000.pdf,DATA_DE_EMISSAO,Não encontrado,11 de junho de 2018,Não encontrado,Não encontrado,11 de junho de 2018,TRUE,
topics,ZMPT_1_Escritura_20180611_000.pdf,DESTINACAO_DOS_RECURSOS,Não encontrado,"a totalidade dos Recursos Líquidos captados pela Emissora por meio da Emissão serão alocados no pagamento futuro ou reembolso, conforme aplicável, de gastos, despesas ou dívidas relacionados ao Projeto",Não encontrado,Não encontrado,refinanciamento de passivos,TRUE,
topics,ZMPT_1_Escritura_20180611_000.pdf,NUMERO_DA_EMISSAO,Não encontrado,1ª emissão,Não encontrado,Não encontrado,1ª emissão,FALSE,1ª emissão
topics,ZMPT_1_Escritura_20180611_000.pdf,PRAZO_DE_VENCIMENTO,Não encontrado,18 de junho de 2029,Não encontrado,Não encontrado,25 de dezembro de 2037,TRUE,
topics,ZMPT_1_Escritura_20180611_000.pdf,PUBLICO_ALVO,Não encontrado,investidores profissionais,Não encontrado,Não encontrado,investidores profissionais,FALSE,Investidores profissionais
topics,ZMPT_1_Escritura_20180611_000.pdf,REGIME_DE_COLOCACAO,Não encontrado,garantia firme,Não encontrado,Não encontrado,esforços restritos,TRUE,
topics,ZMPT_1_Escritura_20180611_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,Não encontrado,"100% do CDI + 1,40% ao ano, base 252 dias úteis",Não encontrado,Não encontrado,Não encontrado,TRUE,"100% do CDI + 3,00% ao ano, base 252 dias úteis"
topics,ZMPT_1_Escritura_20180611_000.pdf,VALOR_TOTAL_DA_EMISSAO,Não encontrado,"R$ 165.000.000,00 (cento e sessenta e cinco milhões de reais)","R$ 165.000.000,00",Não encontrado,"R$ 165.000.000,00",TRUE,
zeroshoot,AALM_1_Escritura-Escritura_20210715_000.pdf,AMORTIZACAO,Não encontrado,"Amortização em 24 (vinte e quatro) meses a partir da Data de Emissão, em parcelas anuais",Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,AALM_1_Escritura-Escritura_20210715_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Índice de Endividamento, Índice de Liquidez, Garantia Aura Minerais, obrigações de não fazer e restrições quanto a operações específicas conforme Cláusulas da Escritura",Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,AALM_1_Escritura-Escritura_20210715_000.pdf,DATA_DE_EMISSAO,Não encontrado,15 de julho de 2021,Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,AALM_1_Escritura-Escritura_20210715_000.pdf,DESTINACAO_DOS_RECURSOS,Não encontrado,"Capital de giro, investimentos, aquisição de bens, despesas operacionais e administrativas, incluindo, mas não limitado a, pagamento de fornecedores e obrigações",Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,AALM_1_Escritura-Escritura_20210715_000.pdf,NUMERO_DA_EMISSAO,Não encontrado,1ª (Primeira) Emissão,Não encontrado,Não encontrado,Não encontrado,FALSE,1ª (Primeira) Emissão
zeroshoot,AALM_1_Escritura-Escritura_20210715_000.pdf,PRAZO_DE_VENCIMENTO,Não encontrado,24 (vinte e quatro) meses contados da Data de Emissão,Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,AALM_1_Escritura-Escritura_20210715_000.pdf,PUBLICO_ALVO,Não encontrado,Investidores Profissionais,Não encontrado,Não encontrado,Não encontrado,FALSE,Investidores Profissionais
zeroshoot,AALM_1_Escritura-Escritura_20210715_000.pdf,REGIME_DE_COLOCACAO,Não encontrado,Pública com esforços restritos,Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,AALM_1_Escritura-Escritura_20210715_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,Não encontrado,IPCA + 10% (dez por cento) ao ano,Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,AALM_1_Escritura-Escritura_20210715_000.pdf,VALOR_TOTAL_DA_EMISSAO,Não encontrado,"R$ 20.000.000,00 (vinte milhões de reais)",Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,AALM_2_Escritura-Escritura_20240908_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Índice Financeiro: Dívida Líquida / EBITDA Ajustado inferior ou igual a 2,50 (duas inteiras e cinquenta centésimos) vezes, acompanhado trimestralmente a partir do exercício social encerrado em 31 de dezembro de 2025",Não encontrado,"Índices financeiros como Dívida Líquida/EBITDA ≤2,00x até 31/12/2026 e ≤1,50x a partir de 31/03/2027; proibições de alienações acima de limites, reduções de capital sem aprovação, etc. (Cláusulas VI e VII)",Não encontrado,TYRUE,
zeroshoot,AASN_1_Escritura-Escritura_20220506_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,Não encontrado,Não encontrado,Não encontrado,"Existem covenants financeiros, incluindo proibições de inadimplemento de obrigações pecuniárias, pedido de falência, alteração do controle societário, vencimento antecipado em caso de inadimplemento, restrições à alienação de ativos, obrigações de manter liquidez e não realização de pagamentos de lucros, dividendos ou devolução de adiantamentos a futuros aumentos de capital sem aprovação dos debenturistas, entre outros. Consulte as cláusulas 8.1, 8.2 e 9.1 do documento para detalhes completos.",TRUE,
zeroshoot,ADGE_3_Escritura-Escritura_20230427_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Não foram identificados covenants financeiros tradicionais (índices ou ratios financeiros). A escritura estabelece obrigações de fazer e não fazer, incluindo: (i) fornecimento de demonstrações financeiras anuais auditadas em até 90 dias; (ii) manutenção de licenças e autorizações válidas; (iii) cumprimento de leis ambientais, trabalhistas e anticorrupção; (iv) vedações de mudança de controle sem aprovação; (v) restrições de alienação de ativos superiores a 15% do ativo total; (vi) limitação de endividamento e protestos a 3% do patrimônio líquido; (vii) obrigação de destinação dos recursos conforme previsto; (viii) manutenção do objeto social; (ix) vedação de dividendos em mora; (x) obrigação de manter garantia corporativa válida",Não encontrado,Não encontrado,"Cláusula 6.1 - Eventos de Inadimplemento incluindo inadimplência pecuniária, suspensão de pagamentos, falência, recuperação judicial, mudança de controle sem aprovação, descumprimento de decisões judiciais acima de 3% do patrimônio líquido, etc.",TRUE,
zeroshoot,ADPA_1_Escritura-Escritura_20250613_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Índice Financeiro: Dívida Financeira Líquida / EBITDA menor ou igual a 4,00x (quatro inteiros). Este índice será auferido semestralmente pela AEGEA (Fiadora), acompanhado pelo Agente Fiduciário, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras e/ou informações financeiras semestrais consolidadas da AEGEA, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2025. O descumprimento deste índice constitui Evento de Vencimento Antecipado Não Automático",Não encontrado,"Índice Financeiro: Dívida Financeira Líquida / EBITDA menor ou igual a 4,00x (calculado semestralmente com base nas demonstrações financeiras consolidadas da AEGEA); diversos covenants negativos incluindo limitação de endividamento, alienação de ativos, constituição de ônus, distribuição de dividendos e eventos de default por descumprimento financeiro.",Não encontrado,FALSE,"Índice Financeiro: Dívida Financeira Líquida / EBITDA menor ou igual a 4,00x (calculado semestralmente com base nas demonstrações financeiras consolidadas da AEGEA); diversos covenants negativos incluindo limitação de endividamento, alienação de ativos, constituição de ônus, distribuição de dividendos e eventos de default por descumprimento financeiro."
zeroshoot,ADPD_1_Escritura-Escritura_20250613_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,Não encontrado,Não encontrado,"Dívida Financeira Líquida / EBITDA menor ou igual a 4,00x",Não encontrado,FALSE,"Dívida Financeira Líquida / EBITDA menor ou igual a 4,00x"
zeroshoot,AEAM_1_Escritura-Escritura_20210913_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Eventos de Vencimento Antecipado incluem: (i) inadimplemento de obrigações pecuniárias não sanado em 3 Dias Úteis; (ii) liquidação, dissolução, falência da Emissora/Garantidor; (iii) invalidade da Escritura; (iv) transformação societária; (v) questionamento da validade; (vi) inadimplemento de obrigações não pecuniárias não sanado em 30 dias; (vii) uso inadequado dos recursos; (viii) mudança de controle sem aprovação; (ix) alteração do objeto social; (x) vencimento antecipado de dívidas ≥ R$25.000.000,00; (xi) protestos ≥ R$25.000.000,00; (xii) distribuição de dividendos exceto obrigatórios; (xiii) condenação por crimes ambientais/trabalho escravo; (xiv) violação de Leis Anticorrupção; (xv) rescisão do Contrato de Concessão; (xvi) contratação de Endividamento Financeiro exceto Permitidos; (xvii) criação de ônus sobre ativos do Projeto; (xviii) cessão de obrigações; (xix) abandono do Projeto",Não encontrado,Não encontrado,Eventos de Vencimento Antecipado descritos na Cláusula 6,TRUE,
zeroshoot,BRKM_17_Escritura-Escritura_20220822_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,Não encontrado,Não encontrado,"Eventos de Inadimplemento conforme Cláusulas 6.1 e 6.2, incluindo não pagamento de amortização e remuneração em até 3 dias úteis, falência, recuperação judicial, vencimento antecipado de dívidas > US$ 100MM, etc.",Não encontrado,,
zeroshoot,COGN_14_Escritura-Escritura_20241119_000.pdf,CNPJ_DO_EMISSOR,Não encontrado,02.542.651/0001-84,Não encontrado,Não encontrado,Não encontrado,TRUE,02.800.026/0001-40
zeroshoot,COGN_14_Escritura-Escritura_20241119_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,Índice de Endividamento - Dívida Líquida / EBITDA Ajustado; Índice de Cobertura de Juros,Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,COGN_14_Escritura-Escritura_20241119_000.pdf,DATA_DE_EMISSAO,Não encontrado,19 de novembro de 2024,19 de novembro de 2024,19 de novembro de 2024,19 NOVEMBRO 2024,FALSE,19 de novembro de 2024
zeroshoot,COGN_14_Escritura-Escritura_20241119_000.pdf,DESTINACAO_DOS_RECURSOS,Não encontrado,Reembolso e/ou pagamento de despesas e custos relacionados à Oferta,Não encontrado,Não encontrado,Não encontrado,TRUE,utilizados para alongamento do passivo financeiro da Emissora e reforço de capital de giro da  Emissora e/ou de suas controladas
zeroshoot,COGN_14_Escritura-Escritura_20241119_000.pdf,REGIME_DE_COLOCACAO,Não encontrado,Melhores esforços de colocação,Não encontrado,Não encontrado,Não encontrado,TRUE,regime  de  garantia  firme 
zeroshoot,COGN_14_Escritura-Escritura_20241119_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,Não encontrado,100% da variação do DI acrescida de sobretaxa (spread),Não encontrado,Não encontrado,Não encontrado,TRUE,"100% da variação do DI acrescida de 1,60% sobretaxa (spread)"
zeroshoot,KNST19_Escritura-Escritura_20250707_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"A Escritura prevê diversas obrigações da Emissora (Cláusula 7.1), incluindo: manter-se adimplente com tributos; manter contabilidade atualizada; não alterar objeto social sem anuência dos Debenturistas; não constituir ônus sobre os Direitos Creditórios; manter regime fiduciário e patrimônio separado; observar Ordem de Alocação de Recursos. Não há covenants financeiros específicos com indicadores quantitativos (tipo EBITDA, alavancagem, etc.)",Não encontrado,Não encontrado,Não encontrado,,
zeroshoot,PCHS_20_Escritura-Escritura_20250904_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Índice de Subordinação: razão mínima de 15% entre o resultado da subtração do saldo devedor dos Direitos Creditórios acrescido do valor disponível na Conta Centralizadora Principal menos o montante total das Debntures da Primeira à Sexta Série, dividido pelo saldo devedor dos Direitos Creditórios acrescido do valor disponível na Conta Centralizadora Principal. Critérios de Elegibilidade dos Direitos Creditórios conforme Cláusula 3.6.1. Condições de Transferência conforme Cláusula 3.6.2",Não encontrado,"Índice de Subordinação mínimo de 15%; constituição e manutenção de Fundo de Despesas, Fundo de Reserva e Fundo Garantia",Não encontrado,FALSE,"Índice de Subordinação mínimo de 15%; constituição e manutenção de Fundo de Despesas, Fundo de Reserva e Fundo Garantia"
zeroshoot,RNVA_1_Escritura-Escritura_20210401_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Não encontrado - O documento não estabelece covenants financeiros específicos (índices ou razões financeiras). Contém apenas obrigações não pecuniárias, obrigações adicionais da Emissora e eventos de vencimento antecipado, mas sem indicadores financeiros numéricos a serem cumpridos",Não encontrado,Não encontrado,"Cláusula Sexta: Eventos de Vencimento Antecipado, incluindo inadimplência, alteração de controle, etc.",TRUE,
zeroshoot,TMER_2_Escritura-Escritura_20240202_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"A Emissora obriga-se a: (i) manter Conta Centralizadora em Banco Autorizado; (ii) aplicar recursos exclusivamente em Investimentos Permitidos especificados (CDB, fundos de renda fixa DI, operações compromissadas); (iii) seguir rigorosamente a Ordem de Alocação de Recursos estabelecida; (iv) manter Reserva de Despesas e Encargos e Reserva de Liquidação; (v) cumprir obrigações de divulgação incluindo Relatório Mensal de Acompanhamento; (vi) não contrair dívidas adicionais sem aprovação; (vii) não alienar, onerar ou ceder Direitos Creditórios Vinculados; (viii) manter todas as autorizações regulatórias; (ix) cumprir Legislação Anticorrupção e Socioambiental",Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,TPER_1_Escritura-Escritura_20231221_001.pdf,COVENANTS_FINANCEIROS,Não encontrado,Não encontrado,Não encontrado,Eventos de Inadimplemento conforme Cláusula 6.28,Não encontrado,TRUE,
zeroshoot,TPER_1_Escritura-Escritura_20231221_001.pdf,PUBLICO_ALVO,Não encontrado,Não encontrado,junto aos investidores,público,Não encontrado,TRUE,
zeroshoot,TRPL_15_Escritura-Escritura_20240216_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Não encontrado cláusula específica de covenants financeiros. O documento menciona obrigações de fazer e não fazer, eventos de vencimento antecipado (incluindo: protesto de títulos superiores a R$ 215.000.000,00 atualizado pelo IPCA; descumprimento de sentença judicial transitada em julgado superior a R$ 215.000.000,00 atualizado pelo IPCA; alteração ou transferência do Controle da Emissora, exceto se permanecer sob Controle do Governo da Colômbia; violação de Leis Anticorrupção; pagamento de dividendos em caso de inadimplência com as debêntures), mas não estabelece índices ou ratios financeiros específicos (como ICSD, alavancagem, etc.)",No encontrado,"Cláusula 8: Eventos de Vencimento Antecipado (ex.: inadimplência > R$ 215.000.000,00; falência; rescisão de concessão >15% receitas); Cláusula 9: Obrigações adicionais (ex.: entrega de DFs, manutenção de rating mínimo Fitch AAA(bra))","Eventos de vencimento antecipado incluindo inadimplemento, falncia, alterao de controle (exceto sob Governo da Colmbia), etc.; obrigaes adicionais como fornecimento de informaes financeiras e manuteno de classificao de risco",TRUE,
zeroshoot,TVXV_1_Escritura-Escritura_20210111_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Múltiplos covenants incluindo: (i) não pagamento de obrigações pecuniárias; (ii) descumprimento de obrigações não pecuniárias; (iii) rescisão do Contrato de Cobrança; (iv) oneração dos bens da Garantia; (v) protestos acima de R$1.000.000,00; (vi) falta de pagamento de dívidas superiores a R$1.000.000,00; (vii) alteração do objeto social; (viii) operações de reorganização societária sem anuência; (ix) mudança de controle; (x) utilização indevida dos recursos; (xi) pagamento de dividendos exceto obrigatórios; (xii) constituição de gravames; (xiii) vencimento antecipado de outras dívidas acima de R$1.000.000,00; (xiv) redução de capital sem anuência; (xv) eventos de recuperação judicial, extrajudicial ou falência; (xvi) liquidação, dissolução ou insolvência",Não encontrado,"Eventos de Vencimento Antecipado listados na Cláusula 5.5, incluindo inadimplência, não cumprimento de obrigações, rescisão de contratos, gravames, etc.",Não encontrado,TRUE,
zeroshoot,UFVP_1_Escritura-Escritura_20220916_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,Não encontrado,"inadimplemento, pela Emissora ou pela Fiadora, de quaisquer obrigaes pecunirias a que esteja sujeita, como e quando tais obrigaes tornaram-se exigveis, observados os perodos de cura, quando houver, e, no caso de no haver previso de prazo de cura especfico, dentro de 5 cinco Dias teis, obrigao essa, a no caso da Emissora, em valor agregado superior a R20.000.000,00 vinte milhes de reais, e b no caso da Fiadora, em valor agregado superior a R100.000.000,00 cem milhes, em ambos os casos, reajustados anualmente, a partir da Data de Incio da Rentabilidade, pela variao do IPCA, ou outro ndice que venha a substitu-lo, ou o seu equivalente em outras moedas; protesto legtimo de ttulos contra a Emissora ou a Fiadora, no mercado local ou internacional, a no caso da Emissora, em valor que, individualmente ou de forma agregada, ultrapasse o valor de R20.000.000,00 vinte milhes de reais, e b no caso da Fiadora, em valor que, individualmente ou de forma agregada, ultrapasse o valor de R100.000.000,00 cem milhes; se a Emissora vender, ceder, locar ou de qualquer forma alienar a totalidade ou parte de seus bens, ativos eou participaes societrias, de forma que represente uma reduo de 10 dez por cento da receita lquida consolidada da Emissora dos ltimos 12 doze meses",Não encontrado,Não encontrado,TRUE,
zeroshoot,VECS_1_Escritura-Escritura_20220705_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,Não encontrado,"Razo de Subordinao / Razo Mnima de Subordinao: (i) Evento de Vencimento Antecipado Automtico: caso a Razo de Subordinao fique abaixo do percentual de 101,52 cento e um inteiros e cinquenta e dois centsimos por cento por 15 quinze dias consecutivos ou 20 vinte dias alternados. (ii) Evento de Vencimento Antecipado No Automtico: caso a Razo de Subordinao fique, por 15 quinze dias consecutivos ou 20 vinte dias alternados abaixo do percentual de 103,09 cento e trs inteiros e nove centsimos por cento, porm acima do percentual de 101,52 cento e um inteiros e cinquenta e dois centsimos por cento.","Manutenção da Razão de Subordinação mínima de 101,52%; Alocação Mínima de 50% dos recursos em 90 dias; Reserva de Caixa e Despesas; demais em Cláusula 6",Manutenção de Reserva de Caixa e Reserva de Despesas e Encargos; Razão de Subordinação mínima; Alocação Mínima de 50% dos recursos em 90 dias; Eventos de Vencimento Antecipado listados na Cláusula 6,TRUE,
zeroshoot,VSCF_8_Escritura-Escritura_20250117_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Excesso de Retorno Mínimo: não inferior a 5% ao ano; Índice de Arrecadação: Curva Observada não inferior a 90% da Curva Esperada; Índice de Perdas Over60 e Over90; Índice de Inadimplência; Ágio Máximo Permitido conforme Anexo VIII; Razão Mínima de Subordinação; Fundo de Reserva: mínimo de R$ 13.500.000,00; Fundo de Despesas e Encargos: equivalente a 3 meses de Despesas","Excesso de Retorno Mnimo ... no poder ser inferior a 5 cinco por cento ao ano. ... desenquadramento da Razo de Subordinao a nvel inferior a 20 vinte por cento. ... ndice de Arrecadao ... valor inferior a 90 noventa por cento. ... caso o ndice de Perdas Over90 seja igual ou superior a 3,5 trs inteiros e cinco dcimos por cento ... verificao ... que o ndice de Inadimplncia superior a 5 cinco por cento.",Razão Mínima de Subordinação de 20%; Índice de Perdas Over60 ≤ 5%; Índice de Perdas Over90; outros conforme Cláusulas 5 e 6,Não encontrado,TRUE,
zeroshoot,VVEO_6_Escritura-Escritura_20221019_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,Não encontrado,"No observncia do ndice Dvida Lquida Financeira/EBITDA menor ou igual a 3,5 vezes.","Dívida Líquida Financeira / EBITDA ≤ 3,5x",Não encontrado,FALSE,"Dívida Líquida Financeira / EBITDA ≤ 3,5x"
zeroshoot,VVEO_7_Escritura-Escritura_20250430_000.pdf,DATA_DE_EMISSAO,Não encontrado,30 de abril de 2024,30 DE ABRIL DE 2024,30 de abril de 2024,Não encontrado,FALSE,30 de abril de 2024
zeroshoot,VVEO_7_Escritura-Escritura_20250430_000.pdf,PRAZO_DE_VENCIMENTO,Não encontrado,"Não há data expressa de vencimento final na escritura. Há previsão de amortização de 50% em 08/05/2028 e 100% do saldo na Data de Vencimento das Debêntures, sem especificação da data exata",Não encontrado,Data de Vencimento das Debêntures (cronograma: 50% em 08.05.2028 e 100% do saldo na Data de Vencimento),Não encontrado,TRUE,
zeroshoot,XPEN_1_Escritura-Escritura_20211206_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,"Não foram identificados covenants financeiros específicos (índices financeiros). O documento estabelece eventos de vencimento antecipado relacionados a inadimplemento de obrigações financeiras igual ou superior a R$20.000.000,00 e descumprimento de decisões judiciais/administrativas de valor igual ou superior a R$20.000.000,00, mas não há obrigação de manutenção de índices financeiros típicos",Não encontrado,Não encontrado,Eventos de Vencimento Antecipado (Cláusula 7),TRUE,5 anos
zeroshoot,XXIX21_Escritura-Escritura_20230112_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,Não encontrado,"O limite de concentração da carteira de direitos creditórios que comporá o lastro das Debêntures deverá ter limitação de (i) 20% (vinte por cento) do Valor Total da Emissão por devedor quando se tratar de single name; e (ii) 30% (trinta por cento) do Valor Total da Emissão quando se tratar de carteira de crédito. A Emissão contará com um Fundo de Reservas, no montante mínimo de R$ 500.000,00 (quinhentos mil reais).",Não encontrado,Não encontrado,TRUE,
zeroshoot,ZMPT_1_Escritura_20180611_000.pdf,AMORTIZACAO,Não encontrado,"Amortização em 24 (vinte e quatro) parcelas mensais, iguais e sucessivas",Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,ZMPT_1_Escritura_20180611_000.pdf,CNPJ_DO_EMISSOR,Não encontrado,26.896.348/0001-73,Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,ZMPT_1_Escritura_20180611_000.pdf,DATA_DE_EMISSAO,Não encontrado,11 de junho de 2018,Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,ZMPT_1_Escritura_20180611_000.pdf,DESTINACAO_DOS_RECURSOS,Não encontrado,Para capital de giro e investimentos da Emissora,Não encontrado,Não encontrado,Não encontrado,FALSE,Para capital de giro e investimentos da Emissora
zeroshoot,ZMPT_1_Escritura_20180611_000.pdf,NUMERO_DA_EMISSAO,Não encontrado,1ª (primeira) emissão,Não encontrado,Não encontrado,Não encontrado,FALSE,1ª (primeira) emissão
zeroshoot,ZMPT_1_Escritura_20180611_000.pdf,PRAZO_DE_VENCIMENTO,Não encontrado,11 de junho de 2037,Não encontrado,Não encontrado,Não encontrado,TRUE,
zeroshoot,ZMPT_1_Escritura_20180611_000.pdf,PUBLICO_ALVO,Não encontrado,Investidores profissionais,Não encontrado,Não encontrado,Não encontrado,FALSE,Investidores profissionais
zeroshoot,ZMPT_1_Escritura_20180611_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,Não encontrado,100% (cem por cento) da variação acumulada das taxas médias diárias dos DI - Depósitos Interfinanceiros de um dia,Não encontrado,Não encontrado,Não encontrado,TRUE,"100% do CDI + 3,00% ao ano, base 252 dias úteis"
zeroshoot,ZMPT_1_Escritura_20180611_000.pdf,VALOR_TOTAL_DA_EMISSAO,Não encontrado,"R$ 30.000.000,00 (trinta milhões de reais)",Não encontrado,Não encontrado,Não encontrado,TRUE,
