documento,topico,resposta,modelo,prompt,dataset_legivel,dataset_raw,is_not_found
CMIN_2_Escritura-Escritura_20220712_002.pdf,DESTINACAO_DOS_RECURSOS,investimento no Projeto Expansão TECAR - Terminal Portuário de Grãos Sólidos - Porto de Itaguaí - Segunda Etapa,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,COVENANTS_FINANCEIROS,"Dívida Líquida/EBITDA ≤ 3,0x",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,EMISSOR,MINERAÇÃO MORRO DO IP S.A.,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,CNPJ_DO_EMISSOR,22.902.554/0001-17,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,DATA_DE_EMISSAO,15 de agosto de 2022,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,PRAZO_DE_VENCIMENTO,"5 cinco anos contados da Data de Emissão, vencendo-se, portanto, em 15 de agosto de 2027",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 600.000.000,00 (seiscentos milhões de reais)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,REGIME_DE_COLOCACAO,"distribuição pública com esforços restritos, sob regime de garantia firme de colocação",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,NUMERO_DA_EMISSAO,2ª emissão,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,PUBLICO_ALVO,Investidores Profissionais,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"100% da variação acumulada das taxas médias diárias dos DI Depósitos Interfinanceiros de um dia, over extragrupo, expressas na forma percentual ao ano, base 252 dias úteis (Taxa DI Over), acrescida de uma sobretaxa (spread) equivalente a 2,10% ao ano, base 252 dias úteis",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,AMORTIZACAO,"em 15 parcelas trimestrais e consecutivas, sendo o primeiro pagamento devido em 15 de fevereiro de 2024, e o último pagamento devido na Data de Vencimento",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,DESTINACAO_DOS_RECURSOS,"i) ao investimento na expansão da produção total de minério de ferro da Emissora, incluindo a construção de nova usina de beneficiamento de minério de ferro denominada Tico-Tico; ii) repagamento dos empréstimos contraídos junto aos acionistas diretos ou indiretos da Emissora existentes nesta data, com valor de principal agregado de US$ 25.000.000,00; iii) o que sobejar, para propósitos corporativos gerais, incluindo, sem limitação, reforço de caixa e capital de giro da Emissora.",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,COVENANTS_FINANCEIROS,"ICSD Mínimo: Índice de cobertura do serviço da dívida equivalente a, no mínimo, 1,50x; Relação Dívida Bruta/EBITDA igual ou inferior a 3,00x",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,EMISSOR,MINERAÇÃO MORRO DO IPÊ S.A.,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,CNPJ_DO_EMISSOR,22.902.554/0001-17,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,DATA_DE_EMISSAO,20 de abril de 2025,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,PRAZO_DE_VENCIMENTO,Não encontrado,Sonar,basic,zeroshoot,prompt_geral_0_shoot,True
MMIP_5_Escritura-Escritura_20250414_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 1.020.915.000,00",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,REGIME_DE_COLOCACAO,distribuição pública pelo rito de registro automático de distribuição,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,NUMERO_DA_EMISSAO,5ª emissão,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,PUBLICO_ALVO,investidores profissionais,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,Não encontrado,Sonar,basic,zeroshoot,prompt_geral_0_shoot,True
MMIP_5_Escritura-Escritura_20250414_000.pdf,AMORTIZACAO,Não encontrado,Sonar,basic,zeroshoot,prompt_geral_0_shoot,True
MMIP_5_Escritura-Escritura_20250414_000.pdf,DESTINACAO_DOS_RECURSOS,pr-pagamento total das obrigações assumidas pela Emissora no âmbito da 4ª emissão de debêntures; liquidação da Nota de Negociação n 20240911000227 e n 20250414000052; realizao ou reembolso dos investimentos relacionados Expanso; propsitos corporativos gerais,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,COVENANTS_FINANCEIROS,"ICSD Mínimo: 1,50x; Dvida Líquida/EBITDA: 4,50x (primeira apuracao), 3,00x (subsequentes)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_1_Escritura-Escritura_20210715_000.pdf,EMISSOR,AURA ALMAS MINERAÇÃO S.A.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_1_Escritura-Escritura_20210715_000.pdf,CNPJ_DO_EMISSOR,08213823000107,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_1_Escritura-Escritura_20210715_000.pdf,DATA_DE_EMISSAO,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
AALM_1_Escritura-Escritura_20210715_000.pdf,PRAZO_DE_VENCIMENTO,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
AALM_1_Escritura-Escritura_20210715_000.pdf,VALOR_TOTAL_DA_EMISSAO,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
AALM_1_Escritura-Escritura_20210715_000.pdf,REGIME_DE_COLOCACAO,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
AALM_1_Escritura-Escritura_20210715_000.pdf,NUMERO_DA_EMISSAO,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
AALM_1_Escritura-Escritura_20210715_000.pdf,PUBLICO_ALVO,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
AALM_1_Escritura-Escritura_20210715_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
AALM_1_Escritura-Escritura_20210715_000.pdf,AMORTIZACAO,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
AALM_1_Escritura-Escritura_20210715_000.pdf,DESTINACAO_DOS_RECURSOS,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
AALM_1_Escritura-Escritura_20210715_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
AALM_2_Escritura-Escritura_20240908_000.pdf,EMISSOR,AURA ALMAS MINERAÇÃO S.A.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,CNPJ_DO_EMISSOR,08.213.823/0001-07,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,DATA_DE_EMISSAO,02 de outubro de 2024,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,PRAZO_DE_VENCIMENTO,"as Debêntures terão prazo de 6 (seis) anos contados da Data de Emissão, com data de vencimento final em 02 de outubro de 2030 (“Data de Vencimento”).",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 500.000.000,00 (quinhentos milhões de reais), na Data de Emissão",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,REGIME_DE_COLOCACAO,regime de garantia firme de colocação,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,NUMERO_DA_EMISSAO,2ª (segunda) emissão de debêntures da Emissora,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,PUBLICO_ALVO,Investidores Profissionais,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"Sobre o Valor Nominal Unitário ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso, incidirão juros remuneratórios a serem definidos no Procedimento de Bookbuilding e, em qualquer caso, limitados a variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3, no informativo diário disponível em sua página na Internet (http://www.b3.com.br) (“Taxa DI”), acrescido de spread (sobretaxa) a ser definida de acordo com o Procedimento de Bookbuilding e, em qualquer caso, limitada a 1,75% (um inteiro e setenta e cinco centésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis (“Remuneração”).",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,AMORTIZACAO,"O Valor Nominal Unitário ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso, será amortizado em 7 (sete) parcelas, devidas sempre nos meses de abril e outubro de cada ano, sendo que a primeira parcela será devida em 02 de outubro de 2027, e as demais parcelas serão devidas em cada uma das respectivas datas de amortização das Debêntures, de acordo com as datas indicadas na 2ª (segunda) coluna da tabela abaixo (cada uma, uma “Data de Amortização das Debêntures”) e percentuais previstos na 3ª (terceira) coluna da tabela a seguir:

Parcela | Data de Amortização das Debêntures | Percentual do Saldo do Valor Nominal Unitário das Debêntures
1 | 02/10/2027 | 14,2857%
2 | 02/04/2028 | 16,6667%
3 | 02/10/2028 | 20,0000%
4 | 02/04/2029 | 25,0000%
5 | 02/10/2029 | 33,3333%
6 | 02/04/2030 | 50,0000%
7 | Data de Vencimento | 100,0000%",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,DESTINACAO_DOS_RECURSOS,Os recursos líquidos captados pela Emissora por meio da Emissão serão destinados para reforço de caixa e gestão ordinária dos negócios da Emissora.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
AALM_2_Escritura-Escritura_20240908_000.pdf,COVENANTS_FINANCEIROS,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
CMIN_2_Escritura-Escritura_20220712_002.pdf,EMISSOR,CSN MINERACAO S.A.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,CNPJ_DO_EMISSOR,08.902.2910001-15,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,DATA_DE_EMISSAO,12 de julho de 2022,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,PRAZO_DE_VENCIMENTO,"o prazo das i Debntures da Primeira Srie ser de 10 dez anos contados da Data de Emisso, vencendo-se, portanto, em 15 de julho de 2032 Data de Vencimento da Primeira Srie e ii Debntures da Segunda Srie ser de 15 quinze anos contados da Data de Emisso, vencendo-se, portanto, em 15 de julho de 2037 Data de Vencimento da Segunda Srie",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,VALOR_TOTAL_DA_EMISSAO,"R1.400.000.000,00 um bilho e quatrocentos milhes de reais",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,REGIME_DE_COLOCACAO,"sob o regime de garantia firme de colocao exceto pelas Debntures Adicionais, as quais, se emitidas, sero colocadas sob o regime de melhores esforos de colocao",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,NUMERO_DA_EMISSAO,2 segunda emisso de debntures,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,PUBLICO_ALVO,"i Investidores Institucionais ... e ii Investidores No Institucionais ... sendo os Investidores Institucionais e os Investidores No Institucionais, em conjunto, Investidores da Oferta",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"5.6.3 Juros Remuneratrios das Debntures
Sobre o Valor Nominal Atualizado das Debntures da Primeira Srie incidiro juros remuneratrios correspondentes a um determinado percentual ao ano, base 252 duzentos e cinquenta e dois Dias teis, a ser definido de acordo com o Procedimento de Bookbuilding, e, em qualquer caso, limitados ao maior entre i ... NTN B, com vencimento em 2032, ... acrescida ... de 0,55 ... ao ano ... e ii 5,95 ... por cento ao ano ...
5.6.3.2 Sobre o Valor Nominal Atualizado das Debntures da Segunda Srie incidiro juros remuneratrios correspondentes a um determinado percentual ao ano, base 252 ... a ser definido de acordo com o Procedimento de Bookbuilding, e, em qualquer caso, limitados ao maior entre i ... NTN B, com vencimento em 2035, ... acrescida ... de 0,70 ... ao ano ... e ii 6,15 ... por cento ao ano ...",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,AMORTIZACAO,"5.8 Pagamento do Valor Nominal Atualizado
5.8.1 ... o Valor Nominal Atualizado das Debntures da Primeira Srie ser pago integralmente na Data de Vencimento da Primeira Srie.
5.8.2 ... o Valor Nominal Atualizado das Debntures da Segunda Srie ser amortizado em 3 trs parcelas anuais e consecutivas, a partir do 13 dcimo terceiro ano contado da Data de Emisso, sendo a primeira parcela devida em 15 de julho de 2035 e a ltima na Data de Vencimento da Segunda Srie, conforme a tabela abaixo:
15 de julho de 2035 - 33,3333
15 de julho de 2036 - 50,0000
Data de Vencimento da Segunda Srie - 100,0000",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,DESTINACAO_DOS_RECURSOS,"a totalidade dos recursos lquidos captados pela Emissora por meio da Emisso ... destinar-se-, nica e exclusivamente, para investimento, pagamento futuro ou reembolso de gastos, despesas ou dvidas relacionadas ao projeto de investimento em infraestrutura porturia, no setor de logstica e transporte, denominado Projeto Expanso TECAR - Terminal Porturio de Granis Slidos - Porto de Itagua - Segunda Etapa",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
CMIN_2_Escritura-Escritura_20220712_002.pdf,COVENANTS_FINANCEIROS,Não encontrado,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,True
MMIP_2_Escritura-Escritura_20220805_000.pdf,EMISSOR,MINERAO MORRO DO IP S.A.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,CNPJ_DO_EMISSOR,22.902.5540001-17,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,DATA_DE_EMISSAO,a data de emisso das Debntures ser o dia 15 de agosto de 2022 Data de Emisso.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,PRAZO_DE_VENCIMENTO,"as Debntures tero prazo de vencimento de 5 cinco anos contados da Data de Emisso, vencendo-se, portanto, em 15 de agosto de 2027 Data de Vencimento.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,VALOR_TOTAL_DA_EMISSAO,"O valor total da Emisso ser de R 600.000.000,00 seiscentos milhes de reais, na Data de Emisso conforme definida abaixo Valor Total da Emisso.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,REGIME_DE_COLOCACAO,"As Debntures sero objeto de distribuio pblica, com esforos restritos de distribuio, nos termos da Instruo CVM 476, sob regime de garantia firme de colocao para o Valor Total da Emisso, com a intermediao de instituio financeira integrante do sistema de distribuio de valores mobilirios Coordenador Lder, por meio do MDA, administrado e operacionalizado pela B3, de acordo com os termos previstos no Instrumento Particular de Coordenao, Colocao e Distribuio Pblica, com Esforos Restritos, sob o Regime de Garantia Firme de Colocao, de Debntures Simples, No Conversveis em Aes, em Srie nica, da Espcie com Garantia Real, para Distribuio Pblica, da 2 Segunda Emisso da Minerao Morro do Ip S.A., a ser celebrado entre a Emissora e o Coordenador Lder Contrato de Distribuio.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,NUMERO_DA_EMISSAO,A Emisso representa a 2 segunda emisso de debntures da Companhia.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,PUBLICO_ALVO,"O pblico-alvo da Oferta Restrita composto exclusivamente pelos Investidores Profissionais, conforme definio constante do artigo 11 da Resoluo CVM 30.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"Sobre o Valor Nominal Unitrio das Debntures ou saldo do Valor Nominal Unitrio das Debntures, conforme o caso, incidiro juros remuneratrios correspondentes a 100 cem por cento da variao acumulada das taxas mdias dirias dos DI Depsitos Interfinanceiros de um dia, over extragrupo, expressas na forma percentual ao ano, base 252 duzentos e cinquenta e dois Dias teis, calculadas e divulgadas diariamente pela B3 S.A. Brasil. Bolsa, Balco, no informativo dirio disponvel em sua pgina na rede mundial de computadores httpwww.b3.com.br Taxa DI Over, acrescida de uma sobretaxa spread equivalente a 2,10 dois inteiros e dez centsimos por cento ao ano, base 252 duzentos e cinquenta e dois Dias teis Remunerao.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,AMORTIZACAO,"o saldo do Valor Nominal Unitrio das Debntures ser amortizado em 15 quinze parcelas trimestrais e consecutivas, sendo o primeiro pagamento devido em 15 de fevereiro de 2024, e o ltimo pagamento devido na Data de Vencimento cada uma, uma Data de Amortizao, conforme cronograma abaixo Parcela Data de Amortizao das Debntures Percentual do saldo do Valor Nominal Unitrio das Debntures a ser amortizado 1 15 de fevereiro de 2024 6,6667 2 15 de maio de 2024 7,1429 3 15 de agosto de 2024 7,6923 4 15 de novembro de 2024 8,3333 5 15 de fevereiro de 2025 9,0909 6 15 de maio de 2025 10,0000 7 15 de agosto de 2025 11,1111 8 15 de novembro de 2025 12,5000 9 15 de fevereiro de 2026 14,2857 10 15 de maio de 2026 16,6667 11 15 de agosto de 2026 20,0000 12 15 de novembro de 2026 25,0000 13 15 de fevereiro de 2027 33,3333 14 15 de maio de 2027 50,0000 15 Data de Vencimento das Debntures 100,0000",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,DESTINACAO_DOS_RECURSOS,"A totalidade dos recursos lquidos captados pela Emissora por meio da presente Emisso ser destinada i ao investimento na expanso da produo total de minrio de ferro da Emissora, incluindo a construo de nova usina de beneficiamento de minrio de ferro denominada Tico-Tico, de modo a ampliar a capacidade total de produo da Emissora de aproximadamente 2,8 milhes de toneladas por ano para aproximadamente 8,8 milhes de toneladas por ano Expanso no mbito da explorao, pela Emissora, das concesses de lavra na regio de Serra Azul, Estado de Minas Gerais, relativas s minas de Tico-Tico e Ip e reunidas, por deciso do Departamento Nacional de Produo Mineral atual Agncia Nacional de Minerao publicada em 05102012, no Grupamento Mineiro n 931.7982011 Processos DNPM n 005.18258, 801.90868 e 805.37471 Complexo MMI e, em conjunto com a Expanso, o Projeto ii repagamento dos emprstimos contrados junto aos acionistas diretos ou indiretos da Emissora existentes nesta data, com valor de principal agregado de US 25.000.000,00 vinte e cinco milhes de dlares e iii o que sobejar, para propsitos corporativos gerais, incluindo, sem limitao, reforo de caixa e capital de giro da Emissora.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_2_Escritura-Escritura_20220805_000.pdf,COVENANTS_FINANCEIROS,"xi ICSD Mnimo. No atingimento de ndice de cobertura do servio da dvida ICSD equivalente a, no mnimo, 1,50x um inteiro e cinquenta centsimos vezes ICSD Mnimo, em qualquer Data de Apurao do ICSD Mnimo conforme definido abaixo, exceto se o Acionista realizar aporte de capital na Emissora, em at 10 dez Dias teis da data de confirmao, pelo Agente Fiducirio, do no cumprimento do ICSD Mnimo, por meio de subscrio e integralizao de novas aes de emisso da Emissora em montante suficiente para cumprimento do ICSD Mnimo Contribuio de Capital. | a Emissora comprovar ao Agente Fiducirio que, aps a assuno do referido endividamento adicional, ser mantida a relao Dvida BrutaEBITDA igual ou inferior a 3,00x, sendo certo que o endividamento adicional dever ser considerado para clculo de referida relao Dvida BrutaEBITDA. | c for apurada relao Dvida LquidaEBITDA igual ou inferior a 3,00x trs inteiros vezes.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,EMISSOR,MINERAÇÃO MORRO DO IP S.A.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,CNPJ_DO_EMISSOR,22.902.554/0001-17,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,DATA_DE_EMISSAO,20 de abril de 2025,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,PRAZO_DE_VENCIMENTO,"as Debêntures da Primeira Série terão prazo de vencimento de 2.191 (dois mil cento e noventa e um) dias corridos contados da Data de Emissão, vencendo-se, portanto, em 20 de abril de 2031 (Data de Vencimento das Debêntures da Primeira Série) e as Debêntures da Segunda Série terão prazo de vencimento de 2.191 (dois mil cento e noventa e um) dias corridos contados da Data de Emissão, vencendo-se, portanto, em 20 de abril de 2031 (Data de Vencimento das Debêntures da Segunda Série).",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,VALOR_TOTAL_DA_EMISSAO,"O valor total da Emissão será de R 1.020.915.000,00 (um bilhão, vinte milhões, novecentos e quinze mil reais), na Data de Emissão (Valor Total da Emissão), sendo (i) R 758.394.000,00 (setecentos e cinquenta e oito milhões, trezentos e noventa e quatro mil reais) correspondentes às Debêntures da Primeira Série e (ii) R 262.521.000,00 (duzentos e sessenta e dois milhões, quinhentos e vinte e um mil reais) correspondentes às Debêntures da Segunda Série.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,REGIME_DE_COLOCACAO,sob regime de garantia firme de colocação para o Valor Total da Emissão,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,NUMERO_DA_EMISSAO,5 (quinta) emissão de debêntures da Companhia,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,PUBLICO_ALVO,composto exclusivamente por Investidores Profissionais,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"Debêntures da Primeira Série: juros remuneratórios correspondentes a 100% (cem por cento) da variação acumulada das taxas médias diárias dos DI (Depósitos Interfinanceiros) de um dia, DI Over extragrupo (Taxa DI Over), acrescida de uma sobretaxa (spread) equivalente a 3,27% (três inteiros e vinte e sete centésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis. Debêntures da Segunda Série: juros remuneratórios correspondentes a 100% (cem por cento) da Taxa DI Over, acrescida de uma sobretaxa (spread) equivalente a 2,45% (dois inteiros e quarenta e cinco centésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,AMORTIZACAO,"o saldo do Valor Nominal Unitário das Debêntures da Primeira Série será amortizado em 20 (vinte) parcelas trimestrais e consecutivas, sendo o primeiro pagamento devido em 20 de julho de 2026, e o último pagamento devido na Data de Vencimento das Debêntures da Primeira Série; e o saldo do Valor Nominal Unitário das Debêntures da Segunda Série será amortizado em 20 (vinte) parcelas trimestrais e consecutivas, sendo o primeiro pagamento devido em 20 de julho de 2026, e o último pagamento devido na Data de Vencimento das Debêntures da Segunda Série.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
MMIP_5_Escritura-Escritura_20250414_000.pdf,DESTINACAO_DOS_RECURSOS,"A totalidade dos Recursos Líquidos captados pela Emissora por meio da presente Emissão será destinada a: (i) (a) ao pré-pagamento total das obrigações assumidas pela Emissora no âmbito da 4ª (quarta) emissão de debêntures simples (...) (b) liquidação da Nota de Negociação nº 20240911000227 (...) entre a Emissora e o Banco Bradesco S.A. (...) e (c) liquidação da Nota de Negociação nº 20250414000052 (...) entre a Emissora e o Agente de Swap (...); (ii) realização ou reembolso dos investimentos relacionados à Expansão; e (iii) havendo recursos remanescentes após os pagamentos indicados nos itens (i) e (ii), para propósitos corporativos gerais, incluindo, sem limitação, reforço de caixa e capital de giro da Emissora.",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
